description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1	1				100	16	361	2031		7	mephisto_sta	"pk3,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
2	1				100	16	361	2031		7	mephisto_stb	"pk2,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
3	1				100	16	361	2031		7	mephisto_stc	"pk1,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
4	1				100	16	361	2031		7	cont_beot	"bet,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
5	1				100	16	361	2031		7	cont_bra	"mbr,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
6	1				100	16	361	2031		7	cont_ceoh	"ceh,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
7	1				100	16	361	2031		7	cont_eye	"bey,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
8	1				100	16	361	2031		7	cont_fang	"dhn,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
9	1				100	16	361	2031		7	cont_feod	"fed,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
10	1				100	16	361	2031		7	cont_rvl	"rvl,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
11	1				100	16	361	2031		7	cont_teos	"tes,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
12	1				100	16	361	2031		7	cont_toa	"toa,qty=6"						useitem	99	0	0	Add_one			6	6																																																																															0
1	1				100	16	361	2030		8	mephisto_sta	"pk3,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
2	1				100	16	361	2030		8	mephisto_stb	"pk2,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
3	1				100	16	361	2030		8	mephisto_stc	"pk1,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
4	1				100	16	361	2030		8	cont_beot	"bet,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
5	1				100	16	361	2030		8	cont_bra	"mbr,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
6	1				100	16	361	2030		8	cont_ceoh	"ceh,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
7	1				100	16	361	2030		8	cont_eye	"bey,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
8	1				100	16	361	2030		8	cont_fang	"dhn,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
9	1				100	16	361	2030		8	cont_feod	"fed,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
10	1				100	16	361	2030		8	cont_rvl	"rvl,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
11	1				100	16	361	2030		8	cont_teos	"tes,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
12	1				100	16	361	2030		8	cont_toa	"toa,qty=7"						useitem	99	0	0	Add_one			7	7																																																																															0
1	1				100	16	361	2029		9	mephisto_sta	"pk3,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
2	1				100	16	361	2029		9	mephisto_stb	"pk2,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
3	1				100	16	361	2029		9	mephisto_stc	"pk1,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
4	1				100	16	361	2029		9	cont_beot	"bet,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
5	1				100	16	361	2029		9	cont_bra	"mbr,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
6	1				100	16	361	2029		9	cont_ceoh	"ceh,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
7	1				100	16	361	2029		9	cont_eye	"bey,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
8	1				100	16	361	2029		9	cont_fang	"dhn,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
9	1				100	16	361	2029		9	cont_feod	"fed,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
10	1				100	16	361	2029		9	cont_rvl	"rvl,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
11	1				100	16	361	2029		9	cont_teos	"tes,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
12	1				100	16	361	2029		9	cont_toa	"toa,qty=8"						useitem	99	0	0	Add_one			8	8																																																																															0
